,product_id,product_title,rating,summary,review,name,location,date,upvotes,downvotes
392,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,5,Perfect product!,"No smell whatsoever ,  good packaging by flipkart and very good shipment by ekart . Must buy cooler under 10k",Aman,Vadodara,10 months ago,1,0
864,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,1,Absolute rubbish!,"Very bad quality, cooling is very low, swing also not working",Syed Mahammad  Hassain,Cumbum,4 days ago,0,0
6,CKBFS9J6XWHSSQRJ,Chaayos Chai Time Snack Chocochip Cookies Cookies,5,Terrific,"Loved the cookies. The best chocolate chip cookies I have had, loaded with choco chips...!!",Jaymin  Soni,Vadodara,1 month ago,0,0
317,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Excellent,Super,Santoshkumar S Indi ,Gulbarga,10 days ago,0,0
28,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",4,Nice product,Good,pavankumar madem,East Godavari District,2 months ago,0,0
680,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,1,Horrible,VERY VERY BED PRODUCTS,Pravin Kumar,Jodhpur,"Mar, 2019",1,0
300,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Worth every penny,The hindware cooler was awesome and nice cooling for personal and bedroom use but the size were too small..Company or seller should give at least 1 stand for this cooler for more increase in height.......because when we put this on ground level it shoud give air half of the bed at half upper side and half bottom side due to small in size....Soo it needs more height......,Abhishek Singh,Sindri,10 days ago,1,0
299,ACCGY4GMUVP9UFNS,"HUPSHY Back Cover for Samsung Galaxy M12, Samsung Galaxy F12, Samsung Galaxy A12",5,Must buy!,Super item,Anil kumar Rai,Gorakhpur District,2 months ago,0,0
1304,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,4,Value-for-money,Good product. Little bit noise.. Cool system good.. Delivery superb.. Tq flipkart..,S Md Shafi,Kurnool,8 days ago,0,0
1184,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,3,Fair,"Not that much cooling as expected ,at  current temperature of 30 degree it is not cooling and what would happen at 45 degree , don't know",Anuj Sharma,New Delhi,"Mar, 2021",1,0
720,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,5,Super!,Ultimate,Basavaraj K M,Bellary District,2 months ago,0,0
122,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,1,Worst experience ever!,zero build quality,Sumanth H,Puttur,"Oct, 2019",0,0
68,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,5,Perfect product!,"This is an awesome cooler. Water inlet should have been more wider. Without narrow beaker or pipe its difficult to pour water. Cable is also small compared to the price and volume of cooler.But a hall of 16x16 gets cooled in half an hour. And if u place it in bedroom, get a blanket, it simply super awesome for 7999.",Sanchari Goswami,Butibori,1 day ago,1,0
914,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,4,Really Nice,It is having same size of 14 inch laptop. its very good and comfortable who is habituated to working on laptop.,Manish Kumar,Patna,2 months ago,0,0
393,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,4,Nice product,Good product but quality poor,Sagar  Ali ,Berhampore,7 months ago,4,0
1320,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,1,Waste of money!,"Worst products ever, please please don't buy it",Akarsh  Singh,Jaunpur District,9 months ago,0,0
323,ACCG69QFS8M7WF8V,NKCASE Back Cover for Samsung Galaxy M32 5G,5,Wonderful,Good 👍,Sintu  Kumar ,Greater Noida,2 months ago,0,0
315,ACCG69QFS8M7WF8V,NKCASE Back Cover for Samsung Galaxy M32 5G,4,Good choice,Amazing for worst phone,udit sharma,Meerut,1 month ago,1,0
794,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,5,Great product,Good product by symphony and prompt service by flipkart good cooling speed is too good over all good product,Ashish Dixit,Bharuch,"Mar, 2021",66,22
226,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,5,Wonderful,Nice one with best price. Very comfortable while typing.I am able type very fast even though In remote desktop,Rajesh G,Hyderabad,"Jun, 2020",6,1
1567,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,4,Delightful,"very good product from Flipkart, superior product than other branded coolers like Symphony etc, worth every penny u spend",Srikanth  Goud ,Ibrahimpatnam,"Apr, 2019",1,1
1365,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,1,Not recommended at all,hazardous for children.buy it now and use it next year.as you would not be able to stand the dirty smell.I think this is because of bad quality aspin net used.Thank you Flipkart for not understanding.Return request rejected 3 times.,Abhishek Kulkarni,Pune District,"Apr, 2019",17,6
433,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,1,Horrible,Poor product ..air come very low,Ajay Sagar,Jangaon,"Apr, 2021",1,0
46,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",5,Super!,Excellent quality. The holes for camera and mouth piece are perfect.,Sanjiv Trivedi,Nagpur,4 months ago,0,0
243,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Brilliant,Nice Cooler suitable for small & medium size room for 3-4 persons. Cooler looks premium and weightless you can easily move. Air flow is average and cooling system is good. If you have small and medium size room this cooler is enough don't buy big size coolers(that takes more place and difficult to move). Inside it is having fan not blower that is one advantage fan always give good air flow compare to blower.At this price range this is the best cooler for medium size room for 3-4 persons.,Raghavendra G,Anantapur,11 months ago,74,45
50,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,3,Nice,Not that much effective in delhi hot temprature. Good for single person to keep it in front and feel the air.,Abhishek Ganguly,Faridabad,"Jun, 2020",2,0
145,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,5,Awesome,Good product,Deen Choudhary,Ghaziabad District,10 months ago,1,0
1228,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Terrific,nice and genuine product,K VENKAT  RAO,Hyderabad,"May, 2017",2,0
497,ACCFSNYRKNMYSJAN,Case Club Back Cover for Samsung Galaxy A31,1,Hated it!,This product is waste of money,Dinesh Kumar,Najibabad,3 months ago,0,0
4,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,4,Value-for-money,"Before buying this air  cooler I had doubt. But this is absolutely good decision. I would like to share my experience. 1. Thank you Flipkart. 2. Nice and well packed. 3. Its cooling at good level. Sound of this cooler is good. 4. Not very noisy. 5. When this was news it was smelling bas but after o 1-2 days smell went out completely. 6. In starting , for some time swing was not working but after some time it's working perfectly.  7. Good colour combination. 8. Highly recommended this air cool...",Arun Kumar,Thiruporur,"May, 2019",377,212
681,ACCDTR26KZZMSB57,HP x500 Wired Optical Mouse,4,WORTH the PRICE,"Basic needs are satisfied, pretty good cord length and a product worth its price.Quick turn around time in shipping the product by Flipkart!Ordered the product on 3rd Nov, 2014 and received it by 5th Nov, 2014. (standard deliveryoption).",Abhishek Srikumar,Chennai,"Nov, 2014",9,2
190,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",5,Super!,good,Bhaskar Shevale,Visakhapatnam,1 month ago,0,0
595,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Terrific purchase,Good product but very late delivery,Harish  B,Kolar District,4 months ago,0,0
34,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,5,Must buy!,Best mouse. It is value for money,Dikshita Medhi,Guwahati,"Mar, 2019",24,6
1500,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,5,Simply awesome,Nice,Kumari Vandana,Masaurhi,"Mar, 2021",1,0
465,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,5,Fabulous!,Good product,MOHMMAD MUHAFIZ,Supaul,10 months ago,1,0
255,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,1,Did not meet expectations,Water leaking from cooling pads..,Dinesh  Kumar,Raichur,11 months ago,17,2
601,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,1,Useless product,My cooler is not working properly after one month only. I have registered complaint about it but still problem is not solved by orient,Sanket Gadakh,Shevgaon,9 months ago,1,0
15,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,5,Fabulous!,"Just Take it.. I was skeptical while buying but it turned out so well that I purchased another one for my parents within 4 days. Water tank lasts for 40hrs run time approx. And Air throw coverage is extraordinary, We don't switch on our ceiling Fan as it satisfies. Low Medium High all speed are powerful. I am sure it will be really great if temperature remains under 38-40 C city like Bangalore but it would definitely be effective in Summer of North 45-46C as well.",Jayati  Shrivastava ,Bangalore Urban,"Apr, 2019",32,15
436,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,4,Wonderful,Good one,Victoria,Hyderabad,13 days ago,0,0
254,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,4,Nice product,Nice product.,Prabhat  Kerekar,Navi Mumbai,"Jun, 2020",1,0
134,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Mind-blowing purchase,Super,Khurshida Parveen,Bankura District,24 days ago,0,0
217,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Terrific,NYC product,Swati  Malviya,Bhagalpur District,2 months ago,0,0
138,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,2,Could be way better,damaged USB pin,Surej  kumar S,Thiruvalla,"May, 2019",0,0
959,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,1,Utterly Disappointed,"doesn't cool .... just throws hot air, tried ice cubes but no effect",Datta Dhawale,Pune,"Apr, 2019",1,0
1352,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,5,Just wow!,very good product.  still I m satisfied to it.   thanku so much flipkart.,Kapil kumar  Pal,Haridwar,"May, 2018",146,45
257,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Terrific,Overall good product. Low noise. Enough cooling.,shailendra pratap,Kalol Gandhinagar District,10 months ago,18,3
270,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,2,Could be way better,Keys are not well fitted,Sunil patel,Saraon,8 days ago,0,1
154,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,4,Good quality product,Not expected cooling noise level is pretty much that's why giving four stars,Karuna Yadav,Gwalior,1 day ago,0,0
1008,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,4,Very Good,cooler rec'd in good condition from flipkart within delivery time.Quality of cooler is so wise as per expectation.Air circulation and flow is too good with honeycomb Colling effect.Thanks to flipkart for providing valuable product.,Vishal Mate,Nagpur,"May, 2019",2,4
1189,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,1,Unsatisfactory,Very bad cooling,Rohit Prakash,Noida,"Sep, 2020",1,0
501,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,3,Decent product,Good air delivery. This is its pro and con. Because of heavy air delivery you cannot use this as fan. Otherwise this is very good if you live in hot dessert area. Do NOT BUY if you are from humid coastal area. It is not effective by a powerful fan instead.,Shafique Mohammed,Dakshina Kannada District,11 months ago,6,2
260,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",1,Don't waste your money,bad quality,Shamim Ahmad,Sidcul Haridwar,9 months ago,0,0
643,ACCG9BV88N3KXKJH,KartV Back Cover for Apple Iphone 11,5,Worth every penny,Nice looking,Manish Dixit,Dehradun,2 months ago,2,1
536,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,5,Terrific,Osm,Subhash chandra  Verma,Chandigarh,2 months ago,0,0
635,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,5,Simply awesome,"If you use with proper guide's..its the best product. dont trust some comments like no air, no cooling like silly reviews. its a cooler work like cooler only.^use with cold water or ice cubes then first switch on cooler for 5 minutes. after than turn on fan now you feel cooling.^cooler place with good ventilation area like near window or dore. feel good air.^use normal water. dont use salt water am using fast 1 month feel good. for next 2 months i hop work like before. and i got it 50...",Santhoshkumar Arjunan,Chennai,"May, 2019",93,36
304,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,4,Value-for-money,Nice but cheap quality,Rajan  Rao ,Haripur,1 month ago,0,0
42,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,4,Good choice,"It was good but practically it is hard to put in chilled water all the time. However, gives you a nice breeze that will keep you feel good. Will have a bit oily feeling during the initial days if u switch on the cooler for a long time but will get better the more you use it. Best practices I can suggest after using for a month - refill the water after every 2 days if possible to get a better cooling affect. Use the Swing option at nights . Clean the cooler after every 1 week .",Imandi Manikanta,Visakhapatnam,10 months ago,4,1
356,ACCFUYXSJTY5BF3G,Carnage Flip Cover for Samsung Galaxy M01 Core,5,Awesome,Nice product .Thanks flip kart👌👌👌,Niranjan Khandai,Malkangiri District,2 months ago,0,0
313,ACCGY4GMUVP9UFNS,"HUPSHY Back Cover for Samsung Galaxy M12, Samsung Galaxy F12, Samsung Galaxy A12",5,Received good quality product. Worth money spent on it.,Simply awesome. Good quality product. Worth spending money on,ILYAS AGARWALA,Palghar,9 months ago,0,0
1279,AICFNMDBXVAQMBVS,Symphony 80 L Desert Air Cooler,3,Nice,"Body quality is just ok,    side ways will get easily pressed  , fan quality is good,  but i didn't find any booklet or guide pamphlets inside cooler box,  inside the box was just cooler and its wheels no cards, booklet or papers.",shubham  kumar,Bokaro District,11 months ago,17,9
986,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,4,Delightful,"Good product by crompton and flipkart delivery is good. product delivered with original packing , same as given specification. I Am satisfy with product. Cooling is good , air delivery also nice. Thank you flipkart.",Ramakrishna,Hyderabad,"Feb, 2019",11,9
330,ACCFVFZGBTVJZYJG,Case Club Back Cover for Samsung Galaxy M01 Core,4,Good quality product,Its good tq u filpkart,Khathija Mehek,Ullal,10 months ago,10,0
658,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,5,Excellent,Nice product and delivery is to much impressive.. thnk u flipkart,Gobinda  Das,Bengaluru,"Mar, 2019",2,1
408,ACCFB5RHGC5NYGV9,SUNSHINE Back Cover for Apple iPhone 7,5,Great product,Awesome product,Manjunath B M,Chamarajanagar District,"Sep, 2020",5,0
672,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,4,Good choice,nice cooler,Kirit Chauhan,Vadodara,"Apr, 2018",87,29
558,ACCFZDZGMEG5XGBY,WEBKREATURE Back Cover for Samsung Galaxy M01 Core,5,Must buy!,Very super cover,jayaprakash jayaprakash,Namakkal District,8 months ago,0,0
788,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,4,Good quality product,"Very nice cooler at this price range of 6500 .Overall cooling is good,It has also a high speed Fan.But the drawback is that body material (plastic) can be more strong.Overall nice Cooler and nice delivery by E kart",Ravi Kumar Ray,Siwan District,"Jun, 2020",1,0
813,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,5,Terrific purchase,Nice cooler thanks 👌👌👌👌👌👌👌👌👌Best cooling,Siva Ratti,East Godavari District,11 months ago,5,2
297,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,4,Nice product,Worth for money,M.Vadivel,Erode District,9 days ago,1,0
888,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,3,Decent product,Not so good,Aqsa Saliq khan,Lucknow,"Aug, 2017",1,0
180,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,5,Terrific,worth buying,Debopriya Chakraborty,Baruipur,"Mar, 2019",22,4
577,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,5,Great product,cooler is very good.,Bablu Kumar,Pakur,"Jun, 2019",42,14
713,AICFERMY7WWWAZYZ,Hindware Calisto 50 L Desert Air Cooler,5,Awesome,Using past 6 months.. One thing is it makes room cool when all does are open.. And less consumption of electrical current.. I highly recommend you to buy.. Cool winter in hot summer..Go for it.....,Bangaru Dinesh,Vizianagaram,"Jan, 2020",13,3
443,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,5,Worth every penny,Very good product,Atul Sharma,Udhampur District,18 days ago,0,0
250,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,5,Mind-blowing purchase,Very good,Sajeev Joseph Sajeev Joseph,Idukki District,"Aug, 2020",1,0
32,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,5,Classy product,"Very slim, amazing and comfortable",Manish Kumar,Suratgarh,1 month ago,0,0
745,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Highly recommended,Very nice,Dhaneshwar Singha,Uttar Dinajpur District,3 months ago,2,0
557,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",3,Does the job,It is very nice type of mouse,Sebastin Suriya,Dindigul District,1 day ago,0,0
679,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,5,Best in the market!,very smooth and good product,Yashraj Ghadge,Aurangabad,"Aug, 2019",1,0
1229,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,1,Waste of money!,very bad product because cooling is like table fan,dilip  debnath,New Delhi,"Apr, 2018",4,3
608,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Great product,Nice,Anil Kumar,Barmer District,"Mar, 2021",0,0
86,CKBFS8YMZSZCGXXZ,Chaayos Chai Time Snack Dry Fruit Cookies Cookies,5,Wonderful,Great cookiesfor a companion of the tea. Tasteful and well baked,Jaymin  Soni,Vadodara,1 month ago,0,0
427,ACCFBDCVVNXUWBXH,ZEBRONICS Zeb-Judwaa 750 Keyboard & Mouse Combo Wired USB Desktop Keyboard,4,Nice product,Good product,Sk Amanul  Islam,Purba Bardhaman District,7 days ago,0,0
168,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Super!,Excellent,Dilip ghorai  Ghorai ,Paschim Medinipur District,3 months ago,0,0
206,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,1,Absolute rubbish!,It was good for few days but after using this air cooler for few days it start burning from inside may be from wiring or from water pump but this is really very dangerous...,Manish Kumar,New Delhi,"Jun, 2020",4,1
1060,AICFYNGFPPNRM8FG,Symphony 27 L Room/Personal Air Cooler,1,Not recommended at all,Noise issue.. no cooling at all... Small blower window... Blind spot where the cooler does not throw air...hard regulator to operate,Harshad Shinde,Thane District,10 months ago,0,0
